,smiles,pH,logP
823,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,7.3,4.2
824,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,9.3,4.2
825,CCN1C(=O)/C(=C2\SC(=S)N(Cc3ccc(OC)cc3)C2=O)c2cc(Br)ccc21,5.0,6.96
826,CCN1C(=O)c2cccc3c(S(=O)(=O)N(C(=O)c4cccnc4)c4ccc(OC)cc4)ccc1c23,7.3,4.74
827,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)CC(O)N(C)CCO)OC1=O,7.4,1.94
828,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)CC(O)N(C)CCOC)OC1=O,7.4,2.45
829,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)CC(O)N(C)CCOCOCCOC)OC1=O,7.4,2.21
830,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)CC(O)N2CC(OCOC)C(OCOC)C2)OC1=O,7.4,2.31
831,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)CC(O)N2CC(OCOCCOC)C(OCOCCOC)C2)OC1=O,7.4,1.87
832,CCN1CC(C(=O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)CC(O)N2CCOCC2)OC1=O,7.4,2.2
833,CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(OC)cc2)NC(=O)C(C)C)OC1=O,6.5,2.67
834,CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(OC)cc2)NC(=O)C(C)C)OC1=O,7.4,2.85
835,CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(OC)cc2)NC(=O)N2CCOCC2)OC1=O,6.5,1.91
836,CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(OC)cc2)NC(=O)N2CCOCC2)OC1=O,7.4,2.11
837,CCN=c1[nH]c(OC)nc(=NC(C)C)[nH]1,3.0,2.69
838,CCN=c1[nH]c(OC)nc(=NC(C)C)[nH]1,7.0,2.69
839,CCN=c1[nH]c(Oc2ccc(OCC)nn2)nc(=NC(C)C)[nH]1,10.5,3.14
840,CCN=c1[nH]c(SC)nc(=NC(C)C)[nH]1,3.0,2.98
841,CCN=c1nc(C)[nH]c(=NCC)[nH]1,3.0,1.82
842,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,3.0,2.18
843,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,7.0,2.18
844,CCN=c1nc(OC)[nH]c(=NCC)[nH]1,3.0,1.82
845,CCN=c1nc(OC)[nH]c(=NCC)[nH]1,7.0,1.82
846,CCN=c1nc(SC)[nH]c(=NCC)[nH]1,3.0,2.54
847,CCNC(=O)n1cc(F)c(=O)[nH]c1=O,4.0,0.35
848,CCOC(=O)/C=c1/s/c(=C/c2c(F)cccc2F)c(=O)n1CC(=O)N(C)C,2.0,3.17
849,CCOC(=O)C(C)(C(=O)NC(=O)NC)C1=CCCCC1,3.5,2.25
850,CCOC(=O)C(C)c1ccc2cc(OC)ccc2c1,7.4,4.51
851,CCOC(=O)C(CC)(CC)C(=O)NC(N)=O,3.5,1.45
852,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,1.0,0.16
853,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,5.0,0.16
854,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,6.8,0.16
855,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,7.4,0.16
856,CCOC(=O)C(Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)C1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,5.5,2.14
857,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,7.4,2.72
858,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccco1,10.0,3.67
859,CCOC(=O)C1=C(C)N=C2C[C@@H](c3ccc(OC)c(OC)c3)CC(=O)C2[C@H]1c1ccccc1OC,10.0,3.79
860,CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(OC(C)=O)cc3)c(=O)n2C1c1cccs1,10.5,4.77
861,CCOC(=O)C1=C(C)OC(=N)C(C#N)[C@H]1c1cccc(I)c1,5.0,4.48
862,CCOC(=O)C1=C2SC(C)C(=O)N2C(=N)C(C(=O)OCC)[C@@H]1c1ccc(Cl)cc1Cl,10.0,5.49
863,CCOC(=O)C1C(C)=NC(=O)C[C@@H]1c1cc(OC)c(OC)cc1Br,5.0,3.93
864,CCOC(=O)C1C(C)=NC(=O)N[C@H]1c1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)o1,5.0,6.04
865,CCOC(=O)C1C(C)=NC(=S)N[C@@H]1c1ccc(OCc2ccc(Cl)cc2)c(OCC)c1,5.0,5.31
866,CCOC(=O)C1CCN(C(=O)c2ccc(Cl)c(N=C3N[C@@H]4CS(=O)(=O)C[C@@H]4S3)c2)CC1,10.5,2.96
867,CCOC(=O)C1CCN(S(=O)(=O)c2nc3nc(C)cc(C)n3n2)CC1,7.3,2.71
868,CCOC(=O)CC(CN)c1ccc(Cl)cc1,7.3,0.77
869,CCOC(=O)CC1=Nn2c(nnc2-c2cccs2)SC1,10.0,2.98
870,CCOC(=O)CSc1nnnn1-c1cccc2ccccc12,5.0,3.8
871,CCOC(=O)Cc1nc2nonc2[nH]c1=O,10.0,1.61
872,CCOC(=O)Cn1c(O)c(OC(=O)c2ccccc2)c(OC(=O)c2ccccc2)c1O,5.0,5.0
873,CCOC(=O)N1CCN(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)CC1,5.0,4.34
874,CCOC(=O)N1CCN(C(=O)c2ccc(-n3c(O)c4c(c3O)CCCC4)cc2)CC1,5.0,3.74
875,CCOC(=O)N1CCN(C(=O)c2noc3c2C[C@@H](C(C)(C)C)CC3)CC1,5.0,4.52
876,CCOC(=O)N1CCN(c2nc(C(F)(F)F)nc3c(C)cc(C)cc23)CC1,10.5,5.92
877,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,6.0,2.98
878,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,7.0,2.98
879,CCOC(=O)c1[nH]c(=N)sc1C,8.0,1.74
880,CCOC(=O)c1[nH]c(C)c(C(=O)OCC(=O)N(C)[C@@H]2CCS(=O)(=O)C2)c1C,5.0,3.35
881,CCOC(=O)c1[nH]c(C)c(C(=O)OCC(=O)N2CCc3ccccc32)c1C,6.5,4.47
882,CCOC(=O)c1[nH]c2ccc(CO)c(Cl)c2c1C,5.0,3.92
883,CCOC(=O)c1c(-n2c(O)c3c(c2O)CC(C)=C(C)C3)sc(C)c1C,5.0,4.56
884,CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1,5.0,3.63
885,CCOC(=O)c1c(C)nc(SC[C@@]2(O)CCCC[C@@H]2SC)c(C#N)c1-c1ccccc1,5.0,6.01
886,CCOC(=O)c1c(CC(C)C)csc1N=Cc1c(C)[nH]n(-c2ccccc2)c1=O,10.0,5.16
887,CCOC(=O)c1c(N)n2c(=O)/c(=C/c3ccc(C(=O)OC)cc3)sc2c(C(=O)OC)c1=c1ccc(=C(O)OC)cc1,7.3,6.95
888,CCOC(=O)c1c(N=Cc2c(O)n(C)c(=O)n(C)c2=O)sc2c1CC[C@@H](CC)C2,5.0,5.76
889,CCOC(=O)c1c(NC(=O)C2C[C@H]3CC[C@@H]2C3)sc(C(=O)N(CC)CC)c1C,5.0,5.05
890,CCOC(=O)c1c(NC(=O)CSc2nnc(C)s2)sc2c1CCCCC2,7.3,5.03
891,CCOC(=O)c1c[nH]c2c(c(-c3ccccc3)nn2-c2ccccc2)c1=Nc1ccc(O)c(CN(CC)CC)c1,7.4,3.45
892,CCOC(=O)c1c[nH]c2c(c(-c3ccccc3)nn2-c2ccccc2)c1=Nc1ccc(O)cc1,7.4,3.09
893,CCOC(=O)c1c[nH]c2c(c(C)nn2-c2ccccc2)c1=Nc1ccc(O)c(CN(CC)CC)c1,7.4,2.05
894,CCOC(=O)c1c[nH]c2c(c(C)nn2-c2ccccc2)c1=Nc1ccc(O)cc1,7.4,1.69
895,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1ccc(F)cc1,7.4,0.7
896,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1ccc(O)cc1,7.4,1.14
897,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1ccc(OC(C)=O)cc1,7.4,1.67
898,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1cccc(Cl)c1,7.4,2.27
899,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1cccc([N+](=O)[O-])c1,7.4,1.32
900,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1ccccc1,7.4,0.96
901,CCOC(=O)c1ccc(C#N)cc1,5.0,1.87
902,CCOC(=O)c1ccc(NCc2c(C)[nH]c(C(=O)OCC)c2C)cc1,5.0,5.09
903,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(Cl)cc(OC)[nH]1,5.0,0.36
904,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(Cl)cc(OC)[nH]1,6.5,0.36
905,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(Cl)cc(OC)[nH]1,7.0,0.36
906,CCOC(=O)c1cn(C(C)(C)C)c(O)c1Nc1ccc(OC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1,5.0,6.72
907,CCOC(=O)c1sc(=NCCN=c2[nH]c(C)c(C(=O)OCC)s2)[nH]c1C,10.5,4.66
908,CCOC(=O)n1c(-c2cscn2)nc2ccccc21,6.0,2.51
909,CCOC(=O)n1c(=O)[nH]cc(F)c1=O,5.0,0.11
910,CCOC(=O)n1cc(F)c(=O)[nH]c1=O,4.0,-0.17
911,CCOC(O)=c1[nH]c(=C2C(=O)c3ccccc3C2=O)c2c(O)n(N(C)c3ncc(C(F)(F)F)cc3Cl)c(O)c12,10.0,4.38
912,CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,9.0,4.33
913,CCOCCOC(=O)C(C)n1cnc2sc3c(c2c1=O)CC[C@H](C)C3,10.0,4.25
914,CCOCCOC(=O)C1=C(C)N=C2CCCC(=O)C2[C@@H]1c1ccc(C)cc1,10.0,3.89
915,CCOCc1c(C)cc(C)c([C@H]2c3c(C)n[nH]c3OC(=N)C2C#N)c1C,10.0,4.09
916,CCOP(=O)(Cc1ccc(CP(=O)(OCC)OCC)o1)OCC,7.3,3.25
917,CCOc1cc(-c2nnc(-c3ccco3)o2)cc(OCC)c1OCC,10.5,3.96
918,CCOc1cc(/C=N/n2cnc3sc(C)c(C)c3c2=O)cc(Br)c1OCC(N)=O,10.5,4.98
919,CCOc1cc(C#N)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)c(Cl)cc2Cl)cc1OCC,5.0,4.31
920,CCOc1cc(C(=O)Nc2ccc(OC)c(OC)c2)cc(OCC)c1OCC,5.0,4.11
921,CCOc1cc(C(=O)Oc2ccc3c(C)cc(=O)oc3c2)cc(OCC)c1OCC,5.0,6.15
922,CCOc1cc([C@H]2[C@@H]3CN(C(=O)OC(C)(C)C)CC=C3C(C#N)C(=N)C2(C#N)C#N)ccc1OC(C)C,5.0,5.83
923,CCOc1ccc(-c2[nH]nc3c2[C@H](c2ccco2)C(C#N)C(=N)O3)c(OCC)c1,10.5,4.48
924,CCOc1ccc(-n2c(SCC(=O)NC3CC3)nc3sc4c(c3c2=O)CCC4)cc1,5.0,4.64
925,CCOc1ccc(Br)cc1[C@H]1C2C(=O)CC(C)(C)CC2=Nc2ncnn21,7.3,3.85
926,CCOc1ccc(CC(=O)C2=C(N3CCCC3)CCCC2=O)cc1OCC,6.5,3.3
927,CCOc1ccc(C[C@H]2c3cc(OCC)c(OCC)cc3CCN2C(=O)c2scnc2C)cc1OCC,5.0,4.98
928,CCOc1ccc(N=CC(S(=O)(=O)c2ccc(C)cc2)S(=O)(=O)c2ccc(C)cc2)cc1,5.0,5.64
929,CCOc1ccc(NC(=O)CN(C)C(=O)c2ccc(C)o2)cc1OCC,10.5,2.09
930,CCOc1ccc(NC(=O)CSc2nc3ccsc3c(=O)n2-c2ccccc2)cc1,5.0,4.33
931,CCOc1ccc2nc(S(=O)(=O)NC)sc2c1,7.2,2.59
932,CCOc1ccccc1OCC(=O)Nc1ccc2ccccc2c1,5.0,4.73
933,CCOc1nc(C#N)nc(N2CCOCC2)n1,5.0,2.46
934,CCSCCOC(=O)C1=C(C)N=C2C[C@H](c3cccs3)CC(=O)C2[C@H]1c1ccc2c(c1)OCO2,10.0,5.0
935,CCSCCOC(=O)c1c(C)nc2c(c1=c1ccc(=C(O)OC)cc1)=C(O)C[C@@H](c1cccs1)C2,10.0,5.24
936,CC[C@@H]1CCCCN1C(=O)C1CC(c2cc(Cl)c(OC)cc2OC)=NO1,10.0,4.55
937,CC[C@@H]1CCCCN1C(=O)COc1cccc2c1CCN(Cc1ccc(Cl)cc1)C2=O,6.5,5.23
938,CC[C@@H]1CCCCN1C(=O)CSc1nc(C)cc(C)n1,10.5,3.61
939,CC[C@H](C)NC(=O)NC(C(F)(F)F)C(F)(F)F,5.0,2.84
940,CC[C@H]1CS/C(=N\c2cccc(C)c2)N1C(=O)CCN1C(=O)c2ccccc2C1=O,8.0,4.96
941,CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O,9.0,1.68
942,CC[C@]1(C)NC(=S)N2N1C(=S)N[C@@]2(C)CC,5.0,2.44
943,CCc1c(C#N)c(SCC(=O)N2CCc3cc(OC)c(OC)cc3C2)nc2c1C(=O)CC(C)(C)C2,5.0,4.89
944,CCc1c(O)[nH]c(=O)[nH]c1=O,2.31,-0.35
945,CCc1cc(=O)oc2c(C)c(OCC(=O)OC(C)(C)C)ccc12,5.0,4.52
946,CCc1cc2c3c(c1)[C@@]1(C(=O)N3C(C)(C)C=C2C)C2=C(CC(C)(C)CC2=O)OC(=N)C1C#N,10.5,5.39
947,CCc1ccc(-c2csc(C(C#N)C=Nc3ccc4c(c3)OCO4)n2)cc1,5.0,6.59
948,CCc1ccc(-n2nnnc2SCC(=O)Nc2ccc(C(C)=O)cc2)cc1,5.0,4.69
949,CCc1ccc(C(=O)O)cc1,3.0,2.89
950,CCc1ccc(OCC(=O)NCCc2ccc(OC)c(OC)c2)cc1,5.0,4.22
951,CCc1ccc([C@@H]2C(C(=O)OC(C)C)=C(C)N=C3SCCC(=O)N32)cc1,10.0,4.75
952,CCc1ccc2nc3c(cc2c1)c(=O)n(-c1ccccc1)c1c3c(=O)n(C)c(=O)n1C,10.5,4.31
953,CCc1cccc(C)c1N(C(=O)Cn1c(C(C)O)nc2ccccc21)[C@@H](C)COC,8.0,4.48
954,CCc1ccccc1N=c1[nH]c(CSc2nnc(-c3ccc(OC(F)F)cc3)n2N)nc(=N)[nH]1,7.3,4.35
955,CCc1ccccc1NC(=O)[C@]12CC[C@](C)(C(=O)O1)C2(C)C,5.0,3.31
956,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,3.8,1.01
957,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,4.5,1.01
958,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,4.6,1.01
959,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,5.2,1.01
960,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,5.6,1.01
961,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,5.7,1.01
962,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,6.2,1.01
963,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,6.6,1.01
964,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,6.8,1.01
965,CCc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,7.1,1.01
966,CCc1nc2sc(C#N)c(N)n2c(=O)c1C#N,5.0,2.09
967,CCc1noc(-c2[nH]c3ccccc3c2C(=O)C(=O)N(C)C)c1C,10.0,2.68
968,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,3.72,1.57
969,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,6.44,1.57
970,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,7.01,1.57
971,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,7.62,1.57
972,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,8.81,1.57
973,CCc1onc(C)c1N=C1CC(=O)C(=O)c2ccccc21,9.16,1.57
974,CCn1c(=NC[C@@H](O)c2ccccc2)[nH]c2c1c(=O)n(C)c(=O)n2C,6.5,3.24
975,CCn1c(SCC(=O)NC(C)(C)C)nnc1C1CCCCC1,10.0,3.2
976,CCn1c(SCC(=O)Nc2ccc(C(=O)OC)cc2)nnc1-c1ccccc1,7.3,4.24
977,CCn1c(SCc2ccccc2F)nc2sc(C)c(C)c2c1=O,10.5,5.86
978,CCn1c(SCc2nc3c4cnn(C)c4ncn3n2)nnc1-c1cc(C(F)(F)F)n(C)n1,7.3,3.85
979,CCn1cc(-c2nc3c4c(C)c(C)sc4ncn3n2)cn1,5.0,3.77
980,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,5.93,0.94
981,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,3.3,1.41
982,CCn1cc(C2C3=C(CC(C)(C)CC3=O)N(c3ccc(C)cc3)C3=C2C(=O)CC(C)(C)C3)c(C)n1,10.5,5.35
983,CCn1cc(CN(C)C(=O)c2cc3cc(Br)ccc3oc2=O)c(C)n1,5.0,3.27
984,CCn1ccc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1=O,5.0,1.12
985,CCn1ccc(CN(C)C(=O)c2ccccc2COc2ccc(F)cc2F)n1,5.0,4.43
986,CN(C(=O)c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,5.0,3.45
987,CN(C)/C=C/C(=O)c1ccc(C#Cc2ccccc2)cc1,10.5,4.69
988,CN(C)C(=O)C1OC(C)(C)OC1C(=O)N(C)C,5.0,1.49
989,CN(C)C(=O)COC(=O)c1ccccc1O,7.4,1.21
990,CN(C)C(=O)Oc1ccc(CC(NC(=O)C2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCC(C)(C)C)cc1,5.5,3.42
991,CN(C)C(=O)Oc1ccc(CC(NC(=O)C2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCCOc2ccccc2)cc1,5.5,3.27
992,CN(C)C(=O)Oc1ccc(CC(NC(=O)C2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCOC(=O)C(C)(C)C)cc1,5.5,3.14
993,CN(C)C(=O)n1cc(F)c(=O)[nH]c1=O,4.0,-0.37
994,CN(C)C(CC=Nc1cc(Cl)cc(Cl)c1)=C(C#N)C#N,6.5,1.59
995,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,2.12,-0.9
996,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,2.23,-0.9
997,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,2.91,-0.9
998,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,3.48,-0.9
999,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,3.74,-0.9
1000,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,4.43,-0.9
1001,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,4.47,-0.9
1002,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,4.55,-0.9
1003,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,4.82,-0.9
1004,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,4.86,-0.9
1005,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,4.87,-0.9
1006,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,5.55,-0.9
1007,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,5.61,-0.9
1008,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,5.68,-0.9
1009,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C(O)C12,5.8,-0.9
1010,CN(C)CCC=C1c2ccccc2CCc2ccccc21,9.06,5.04
1011,CN(C)CCC=C1c2ccccc2CCc2ccccc21,9.44,5.04
1012,CN(C)CCC=C1c2ccccc2CCc2ccccc21,9.78,5.04
1013,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,7.54,5.35
1014,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,7.89,5.35
1015,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,8.43,5.35
1016,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,8.54,5.35
1017,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,8.65,5.35
1018,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,8.91,5.35
1019,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,9.71,5.35
1020,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,10.62,5.35
1021,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,11.13,5.35
1022,CN(C)CCCN1c2ccccc2Sc2ccccc21,7.71,4.55
1023,CN(C)CCCN1c2ccccc2Sc2ccccc21,8.05,4.55
1024,CN(C)CCCN1c2ccccc2Sc2ccccc21,8.07,4.55
1025,CN(C)CCCN1c2ccccc2Sc2ccccc21,8.26,4.55
1026,CN(C)CCCN1c2ccccc2Sc2ccccc21,8.28,4.55
1027,CN(C)CCCN1c2ccccc2Sc2ccccc21,8.29,4.55
1028,CN(C)CCCN1c2ccccc2Sc2ccccc21,8.41,4.55
1029,CN(C)CCCN1c2ccccc2Sc2ccccc21,8.45,4.55
1030,CN(C)CCCN1c2ccccc2Sc2ccccc21,8.68,4.55
1031,CN(C)CCCN1c2ccccc2Sc2ccccc21,8.78,4.55
1032,CN(C)CCCN1c2ccccc2Sc2ccccc21,9.04,4.55
1033,CN(C)CCCN1c2ccccc2Sc2ccccc21,9.25,4.55
1034,CN(C)CCCN1c2ccccc2Sc2ccccc21,10.02,4.55
1035,CN(C)CCCN1c2ccccc2Sc2ccccc21,10.42,4.55
1036,CN(C)CCCN1c2ccccc2Sc2ccccc21,10.48,4.55
1037,CN(C)CCCN1c2ccccc2Sc2ccccc21,11.06,4.55
1038,CN(C)CCCN1c2ccccc2Sc2ccccc21,11.55,4.55
1039,CN(C)CCOC(c1ccccc1)c1ccccc1,7.4,3.3
1040,CN(C)CNC(=O)c1ccccc1,11.2,0.85
1041,CN(C)S(=O)(=O)c1ccc(C(=O)OC2CCCCC2)cc1,5.0,4.27
1042,CN(C)S(=O)(=O)c1cccc(C(=O)NCCc2ccc(Cl)cc2Cl)c1,10.0,4.48
1043,CN(C)c1ccc(-c2nc3ccc(Br)cc3s2)cc1,7.2,4.4
1044,CN(C)c1ccc(-c2nc3ccc(C#N)cc3s2)cc1,7.2,3.2
1045,CN(C)c1ccc(-c2nc3ccc(O)cc3s2)cc1,7.2,2.0
1046,CN(C)c1ccc(-c2nc3ccccc3s2)cc1,7.2,3.4
1047,CN(C)c1nc(=N)nc(COC(=O)c2ccc(-n3cnnc3)cc2)[nH]1,10.5,2.74
1048,CN(C1=NS(=O)(=O)c2ccccc21)c1ccc(OC(=O)c2ccccc2)cc1,5.0,4.26
1049,CN(CCCN=c1[nH][n+]([O-])c2ccccc2[n+]1[O-])CCCNC(=O)c1cccc2cc3ccccc3nc12,7.4,1.53
1050,CN(CCCN=c1[nH][n+]([O-])c2ccccc2[n+]1[O-])CCCNC(=O)c1cccc2cccnc12,7.4,0.15
1051,CN(CCCN=c1[nH][n+]([O-])c2ccccc2[n+]1[O-])CCCNC(=O)c1cccc2nc3ccccc3nc12,7.4,0.59
1052,CN(CCCN=c1[nH]c2ccc(Cl)cc2n2cccc12)CCCN=c1[nH]c2ccc(Cl)cc2n2cccc12,7.4,4.44
1053,CN(CCCN=c1[nH]c2ccccc2n2cccc12)CCCN=c1[nH]c2ccccc2n2cccc12,7.4,4.12
1054,CN(CCCNC(=O)c1cccc2ccc(-c3ccncc3)nc12)CCCNc1n[n+]([O-])c2ccccc2[n+]1[O-],7.4,0.66
1055,CN(CCCNCCc1ccc(O)c2[nH]c(=O)sc12)S(=O)(=O)CCOCCc1ccccc1,7.4,1.24
1056,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,7.4,2.44
1057,CN(CCN=c1[nH][n+]([O-])c2ccccc2[n+]1[O-])CCNC(=O)c1cccc2cc3ccccc3nc12,7.4,2.15
1058,CN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,7.4,1.52
1059,CN(CCO)C(=O)COC(=O)c1ccccc1O,7.4,0.86
1060,CN(CCO)S(=O)(=O)c1ccc2c(c1)oc(=O)c1cc(S(=O)(=O)N(C)CCO)ccc12,5.0,3.2
1061,CN(CCc1ccc(O)c2[nH]c(=O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,7.4,2.59
1062,CN(Cc1ccccc1)S(=O)(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)cc1,5.0,5.14
1063,CN(c1ccccn1)S(=O)(=O)c1ccc(N)cc1,6.0,1.3
